name,id
stabilizer,0
stabilizer box,62
stack of books,0
stair,64
stair carpet,64
stair step,64
staircase,64
staircase railing,64
staircase wall,27
stairs,64
stamp maker,0
stand,54
stand bags,54
stapler,0
stapling machine,0
star,0
star decoration,45
star figurine,45
star sign,0
stationary,0
stationary holder,0
statue,45
statuette,45
staute,0
steam iron,0
steamer,0
steamer rack,1
step,0
step ladder,0
step light,19
step stool,25
step stool chair,50
stepper,0
steps,0
stepstool,0
stereo,52
stiars,0
stick,0
sticker,0
stickers,0
sticks,0
sticky nnote,0
sticky note,0
sticky notes,0
stool,25
stopper,0
storage bag,14
storage basket,20
storage box,62
storage cabinet,48
storage chest,0
storage container,2
storage continer,0
storage jar,32
storage organizer,15
storage panel door,55
storage rack,1
storage trunk,0
storage unit,22
stove,11
stove cover,11
stove protector,11
stove top,11
stovetop,0
straightener,0
strainer,0
strap,0
streaming mic set,0
stretching band,0
stroller,0
structure,0
study lamp,19
study table,36
stuff sack,0
stuff toy,15
stuffed animal,0
stuffed toy,15
suitcase,14
suitcases,0
sunglass,0
sunglasses,0
superman toy,15
surface clock,0
surfing board,0
surgical mask,0
surround,0
swan figurine,45
sweatshirt,0
sweet potato,44
swing chair,50
switch,34
switch board,34
switch button,34
switch control,34
switch plate,34
switchbaord,34
switchboard,34
sword,0
t-shirt,131
table,36
table booster seat,50
table clock,0
table cloth,0
table cover,0
table decoration,0
table fan,69
table lamp,19
table light,19
table mat,0
table mats,0
table mirror,49
table runner,0
table tray,0
table watch,0
tablecloth,0
tablet,0
talcum bottle,0
tap,0
tap handle,0
tape,0
tapestry,0
tarp,0
tash can,0
taxidermy,0
taxidermy stand,54
tea kettle,44
tea pot,44
teacup,0
teapot,0
teddy,15
teddy bear,15
teddy bears,15
telecom,0
telephone,28
telephone socket,34
telephone switch,34
telephone unit,0
telescope,0
television,71
television cabinet,48
television console,0
television panel,0
television remote,0
television stand,56
television unit,0
televison,71
tennis ball,21
tetra pack,0
tetra pak,0
textile artwork,0
thermos,0
thermostat,0
thor toy,15
thread,0
three-tier cabinet,48
threshold,0
threshold strip,0
throw,0
throw blanket,60
throw pillow,31
thrown blanket,60
tie,0
tiffin box,62
tile,0
tin can,0
tissue,0
tissue box,62
tissue holder,0
tissue packet,0
tissue paper,3
tissue paper box,62
tissue paper holder,3
tissue paper roll,3
tissue papers,0
tissue roler,0
tissue roll,0
tissue roller,0
tissue stand,54
tissues,0
toast maker,0
toaster,11
toggle switch,34
toiler brush,0
toiler-paper holder,3
toilet,9
toilet bowl,9
toilet brush,53
toilet brush holder,0
toilet cleaner,43
toilet cleaner bottle,44
toilet freshener,0
toilet paper,0
toilet paper handle,0
toilet paper hanger,0
toilet paper holder,0
toilet paper roll,0
toilet paper rolls,0
toilet plunger,9
toilet roll,9
toilet roll holder,9
toilet seaat,9
toilet seat,9
toilet unit,0
toilet-paper holder,0
toiletbrush holder,0
toiletpaper holder,0
toiletpaper roll,0
toiletries,0
toiletries holder,0
toiletry,9
toiletry product,9
tomato,0
tong,0
tongs,0
tongue cleaner,0
tool,0
toolkit,0
toolkit box,62
tooth brush,53
tooth brush holder,0
tooth paste,0
toothbrush,0
toothbrush holder,0
toothbrush stand,54
toothbrushes,0
toothpaste,0
toothpaste tube,0
torch,0
tote bag,14
towel,16
towel cloth,0
towel hanger,0
towel heater,0
towel holder,0
towel hook,0
towel rack,1
towel radiator,0
towel rail,0
towel ring,0
towel rod,0
towel stand,54
towels,0
tower radiator,0
toy,15
toy box,62
toy car,15
toy chair,50
toy house,15
toy set,15
toy ship,15
toy storage box,62
toy train,15
toy vehicle,15
toys,15
track light,19
transom window,58
trash,35
trash bag,14
trash bags,35
trash bin,35
trash can,35
trashbin,35
trashcan,35
travel bag,14
tray,0
tray shelf,39
trays,0
treadmill,0
tree,29
tree cut-out,29
tree figurine,45
tree sculpture,45
trim,0
tripod,0
tripod stand,54
trolley,14
trolley bag,14
trolly bag,14
trophy,0
trouser,0
trunk,0
tub,0
tub deck,0
tube,0
tube bottle,0
tube container,2
tube light,19
tubelight,0
tumbler,0
tupper,0
turner,0
tv,71
tv box,62
tv cabinet,48
tv console,0
tv remote,28
tv stand,56
tv unit,0
two-tier tray,0
umbrella,0
umbrella stand,54
umbrellas,0
undergarments,0
underwear,0
universal plug,34
universal socket,34
unknown object,0
urn,0
usb wire,34
utensil,0
utensil basket,20
utensil holder,0
utensil rack,1
utensil shelf,39
utensil stand,54
utensil tray,0
utensils,0
utensils rack,1
utility organizer,15
uv nail machine,0
vaccum,0
vaccum cleaner,0
vaccuum cleaner,0
vacuum cleaner,11
valance,0
valence,0
vanity,0
vanity bag,14
vanity basket,20
vanity box,62
vanity counter,0
vanity light,19
vanity mirror,49
vanity pouch,0
vanity table,36
vanity unit,0
vase,7
vase stand,0
vases,7
vegetable,0
vegetables,0
vehicle toy,15
vent,0
vent grill,0
vent pipe,5
ventialtion grill,0
ventilation,0
ventilation fan,69
ventilation grid,0
ventilation grill,0
ventilation grille,0
ventilation pipe,5
ventilation plate,26
ventilation window,58
ventilator,0
vertical outlet,34
vertical radiator,0
vessel,0
vest,0
vhs/vcr player,0
video game,0
video game remote,0
videogame console,48
vine,0
vinyl records,0
wahbasin,0
waist belt,0
waistcoat,0
wal,0
wall,27
wall alarm,27
wall art,27
wall art piece,27
wall artwork,27
wall artworks,27
wall cabinet,27
wall cabinets,27
wall clock,27
wall coat rack,1
wall decoration,27
wall embellishment,27
wall fan,69
wall frame,27
wall hanging,27
wall heater,27
wall hook,27
wall lamp,27
wall light,27
wall light fixture,27
wall molding,27
wall mounted lamp,27
wall painting,27
wall plate,27
wall sconce,27
wall shelf,27
wall sticker,27
wall-cabinet,27
wallet,0
wardrobe,48
wasbasin,0
wash basin,41
washbasin,41
washbasin pedestal,41
washing machine,11
washing powder,0
watch,0
water bag,14
water boiler,0
water bottle,0
water jar,32
water purifier,0
watering can,0
watermelon,0
weighing machine,0
weighing plates,0
weighing scale,0
weight,0
weight machine,0
weight plate,26
weighting machine,0
weights,0
wet wipes,0
wet wipes pack,0
wheel,0
whisker,0
white,0
white-board,0
whiteboard,0
whiteboard marker,6
wicker basket,20
wicker pet carrier,0
wifi router,0
wind chime,0
windofireplace stove,11
window,58
window bench,58
window blind,58
window blinds,58
window door,58
window farme,58
window fram,58
window frame,58
window frames,58
window head,58
window ledge,58
window seat,0
window shutters,58
window sill,58
windowframe,0
windows,0
windowsill,0
wine bottle,0
wine cooler,0
wine glass,0
wine rack,1
wiper,0
wiper brush,0
wire,34
wire extension,34
wire roll,34
wires,0
wok,0
wood,0
wood art,59
wood beam,63
wood burning stove,11
wood logs,0
wood piece,0
wood-burning stove,11
wooden art piece,59
wooden beam,63
wooden beams,63
wooden block,0
wooden board,0
wooden boards,0
wooden box,62
wooden cabinets,0
wooden chair,50
wooden chest,0
wooden frame,0
wooden log,0
wooden plank,0
wooden rack,1
wooden shelf,39
wooden trey,0
wool,0
wrapped gift,0
wrapper,0
wreath,0
wrist watch,0
writing pad,0
wuindow,0
xylophone,0
yacht figurine,45
yoga mat,0
yoga mat bag,14
yogo mat,0
