name,id
cylindrical stool,25
dart board,59
darts board,59
decoration centerpiece,45
decoration lamp,19
decorations,45
decorative bowl,13
decorative cloth,0
decorative jar,32
decorative mat,0
decorative pillar,44
decorative plant,29
decorative table,36
decorative tray,0
decorative wall,27
deodorant bottle,43
deodorant can,32
desk calendar,15
desk chair,50
desk devider,0
desk divider,0
desk mat,0
desk mic,0
desk organiser,0
desk orginizer,0
detergent box,62
detergent packet,0
detergent pods box,62
digital camera,0
digital piano,0
digital piano cover,0
digital piano stand,54
dimmer switch,34
dining table mats,36
dinner table,36
dinnerware,0
disco ball,21
disco light,19
dish cloth,0
dish container,2
dish drying tray,0
dish rag,0
dish sponge,0
dish sponges,0
dish towel,16
dishcloth,0
dishcloths,0
dishrag,0
dishrags,0
display,0
display cabinet,48
display case,2
dj desk,65
docking station,0
document,3
document binder,3
document file folder,3
document folder,3
document rack,1
document shredder,3
dog bone,0
dog toy,15
dog toy rope,0
door blocker,0
door closer,0
door clothes hooks,0
door coat rack,0
door hook,0
door hooks,0
door intercom,0
door stoper,0
door treshold,0
doorbell chime,0
doorframw,0
doorstop,0
double door,55
drain stopper,0
draw cord,0
drawer cabinet,48
drawer organizer,15
drawstring pouch,0
dress,0
drink carton,0
drinking fountain,0
dropped ceiling,30
drying basket,20
drying machine,11
dslr camera,0
duct tape roll,0
dumpster,0
dust bin,35
dust brush,53
dust collector,0
dustpan and brush,53
earphones,0
echo dot,0
egg,0
egg basket,20
egg crate,2
electric cabinet,48
electric cable extender,0
electric cooker,0
electric fan,69
electric kettle pad,0
electric outlet,0
electric panel,0
electric panel door,55
electric piano,0
electric switch,34
electric toorhbrush,53
electric wiring,0
electrical ducts,0
electrical fan,69
electrical socket,0
electricity meter,0
electronic breadboard,0
electronic toothbrush,53
electrucal duct,0
emergency exit sign,0
emergency sign,0
end table,36
energy meter,0
entertainment center,0
entryway organizer,15
entryway shelf,39
ergonomic pillow,31
escape sign,54
esd mat,0
esd strap,0
exercise bike,0
exercise mat,0
exhaust vent,0
exhaustion fan,69
extension board,0
extension box,62
extension plug,0
external memory,0
extractor fan,69
eyeglasses,0
face brick,0
facemask,0
facuet,0
faucet handle,0
file binders,15
file box,62
file folders,15
fire destinguisher,0
fire extinguisher case,2
fire extinquisher,0
first aid chart,59
first-aid bag,14
fitness mat,0
flat screen display,67
flatbed trolley,17
flip chart,59
flipflops,0
floodlight,19
floor panel,0
floor vent,0
floormat,0
flor,51
flower vase,7
flush panel,0
flush sensor,0
flyswatter,0
foam roller,0
foil dispenser,0
foldable bench,50
foldable hanging closet,48
foldable mattress,60
folded blanket,60
folded box,62
folded cardboard boxes,62
folded carton,59
folded paper,3
folded poster,0
folded rug,0
folded stool,25
folded tablecloth,36
folded towel,16
folding bed,17
folding desk,65
folding door,55
folding fan,69
folding mattress,60
folding stool,25
food bag,14
food jar,32
food packaging,0
food products,0
food storage,0
food supplies,0
food supply,0
food tray,0
foodstuffs,0
foosball board,15
foot stool,25
football,21
football stand,54
foset,0
fosit,0
frame window screen,67
french door,55
french window,58
fridge magnet,0
fruit basket,20
fruit bowl,13
fruit hanger,0
fruits basket,20
fryer,0
frying pans,0
fuse box,62
fuse panel,0
fusebox,2
gamecontroller,0
gamer chair,50
gaming chair,50
garbage bag roll,0
garment bag,14
glass bowl,13
glass cup,61
glass cups,61
glass door,55
glass table,36
glass wiper,0
glasses,0
glasses holder,54
golf rogue bag,14
grape,0
grated ceiling,30
grated floor mat,0
grated floor stand,54
grater,0
gripper,0
guitar amplifier,0
hair comb,0
hair dryer cord,11
hair straightener,0
hairdryer attachment,11
hall door,55
hallway,0
hammock,0
hand bell,0
hand dryer,11
hand mixer,0
hand sanitizer dispenser,0
hand sanitizer stand,54
hand soap bottle,43
handheld vacuum cleaner,11
handrail,0
handsoap,0
hanging calendar,0
hanging chair,50
hanging lamp,19
hanging shelf,39
hanging storage bin,35
hanging towel,16
head phones,28
hearth,59
heat pipe,5
heat shield,0
helf,0
helping hands,0
hifi system,0
hiking pole,0
hiking poles,0
hob,0
hood,0
hoodie,0
hot water bag,14
humidifier,0
hygiene products,0
ice cube tray,0
ice tray,0
incense sticks,0
industrial machine,11
intercorm,0
ironing machine,11
ironing table,36
item tray,0
janitorial trolley,0
joga mat,0
jumper,0
jumping blocs,0
junction box,62
kayak,0
ketchup bottle,43
kettlle,0
key,0
key reader,0
keyboard piano,0
khol,0
kichen cabinet,48
kitchen apron,0
kitchen backsplash,0
kitchen bar,0
kitchen cabinet base,48
kitchen cabinet top,48
kitchen cabonet,0
kitchen chimney,0
kitchen container,2
kitchen counter lamp,19
kitchen floor,51
kitchen hob,0
kitchen hutch,0
kitchen island,0
kitchen knife,0
kitchen lamp,19
kitchen organizer,15
kitchen paper,3
kitchen paper roll,3
kitchen paper rolls,3
kitchen paper towel,16
kitchen rack,1
kitchen storage rack,1
kitchen tiled floor,51
kitchen tiled wall,27
kitchen utensil holder,54
kitchen utensils cup,61
kitchen wall protector,27
knives,0
knives holder,54
knives set,0
knobs,0
lab appliance,11
lab cabinet,48
lab incubator,0
lab stool,25
lamp foot switch,34
lamp footswitch,34
lamp supporter,0
lamp switch,34
landline phone,28
landline socket,0
landline telephone,28
lantern,0
laptop holder,54
laptop pouch,28
laptops,28
large laundry basket,20
lateral pulley,0
lathe,0
laundry,0
laundry bag,14
laundry detergent bag,14
laundry detergent bottle,43
laundry detergent pads,0
laundry drying rack,1
laundry machine,11
laundy basket,20
leak,0
leftovers box,62
leg rest stool,25
lemons,0
letter tray,0
letter trays,0
lever switch,34
lever valve,0
light dimmer,0
light strip,0
light swich,0
light swicth,0
light switch and power socket,34
light switch and power sockets,34
light swtich,0
lightbulb,19
liight switch,34
lint roller refill,0
liquid soap bottle,43
liquid soap dispenser,0
lock,0
lockers,0
loft,0
long brush,53
long pan,0
loofah,0
loth,0
lotion bottle,43
lounge pug,50
low bookshelf,48
lunch bag,14
lunch box,62
magnetic board,0
make up product,0
make up supplies,0
make-up supply,0
makeup bag,14
makeup box,62
makeup pen,0
makeup set,0
mantel clock,0
manual forklift,0
map,0
map poster,0
mattress topper,60
mayonnaise bottle,43
medal,0
medals,0
medication,0
medicine bottle,43
meeting booth,0
meeting pod,0
metal briefcase,2
metal cup,61
microphone holder,54
mini pc,0
mini sofa,46
mirror panel lamp,0
mirror shelf,39
mixing bowl,13
mobile tablet stand,36
monitor arm,54
monitor lamp,19
mop bucket,53
mop rag,53
mosquito swatter,0
motorcycle helmet,0
mouse  mat,0
mouse mat,0
movement sensor,0
moving dolly,0
mugs,0
multimeter,0
murphy bed,17
music box,62
music equipment case,11
music keyboard,0
music record,0
music stand,54
napkin dispenser,0
neck bolster,0
neon light,19
network switch,34
newspapers,3
nintendo switch,34
o,0
oil bottle,43
oil diffuser,0
olive oil bottle,43
opaque window panel,0
open box,62
open wardrobe,48
orange,0
oranges,0
organizer box,62
orginizer,15
ornamental box,62
outdoor trash can,0
oven mitt,12
oven mitten,12
oven mitts,12
over door hooks,0
overhead cabinet,48
packets,0
paint bucket,0
pan lid,0
panel door,55
panel light,0
pans,0
pant,0
pantry,0
paper bags,3
paper boxes,62
paper container,2
paper dispenser,3
paper filers,3
paper lamp,19
paper napkin roll,3
paper pag,3
paper sign,3
paper towel holder,0
paper towel pack,0
parallettes,0
pasta box,62
paste tube,0
peeler,0
pems,0
pen jar,32
pen pouch,6
pen stand,54
pencilcase,2
pendant lamp,8
pensil case,2
pepper container,2
perfume bottle,43
pet bed,17
pet feeding plates,0
pet food bowl,13
pet food container,2
pet food tray,0
pet mat,0
pet water dispenser,0
phone charger,24
phone charger],24
phone holder,54
phone line outlet,0
photograph,0
piano bench,50
piano foot pedal,0
piano stand,54
picture card,0
picture frames,0
picutre,0
pillowcase,0
pillows,31
pin board,0
ping pong paddle,0
piping,0
pissoir,0
planks,0
plant pot holder,0
plant saucer,13
plant stand,54
plants,29
plastic bags,14
plastic basin,41
plastic basket,20
plastic bin,35
plastic bucket,0
plastic cup,61
plastic foil box,62
plastic food container,2
plastic packet,0
plastic plant,29
plastic sack,0
plastic stool,25
plastic storage basket,20
plastic storage baskets,20
plastic wall container,27
plastic wall panel,27
plastic wall shelf,39
plastic washbasin,41
plastic wrap,0
plastic wrap pack,0
plate coaster,0
plate flush,0
plate of food,0
platform,0
platform dolly,0
playstation,0
pocket tissue,0
pole,0
pool cue,0
pool cue holder,54
pool stick holder,54
pool table,36
portable heater,36
portable light,36
portable vacuum cleaner,36
post it notes,0
poster rail,0
poster stand,54
pot holder,0
pot rolling tray,0
pots,44
pouches,0
power bank,0
power cube,0
power extension cable,0
power oulet,0
power outlets,0
power switch box,62
power switches,34
pride flag,0
pringles can,32
printer cutter,24
printing paper,3
projector rail,0
puch,0
pullover,0
pullup bar,0
punching bag,14
rack shelf,39
racquet,0
racquet bag,14
rags,0
rail shelf,39
range,0
recessed wardrobe,48
record player,0
refillable water bottle,43
refirgerator,11
regulator,0
relaxing chair,50
reusable plastic bag,14
reusable shopping bag,14
reusable shopping bags,14
reusable water bottle,43
ribbon,0
rice bag,14
ringlight,19
rj45 outlet,0
rj45 outlets,0
robe,0
robes,0
robot,0
robotic arm,0
rock,0
roll,0
roll of tape,0
rolled blinds,40
rolled mat,0
rolled mattress,60
roller blind,40
roller blinds pull cord,0
roller shutter,0
roller skate,0
roller tray,0
rolling pin,0
rolling shelf,39
roman chair,50
room divider rail,0
room freshener,0
room partition,59
round chair,50
round pouch,0
round table,36
rubber glove,0
rubber heating pad,0
rubik's cube,0
sac,0
safety bollard,0
safety poster,0
salt,0
salt container,2
salt shaker,0
sandwich bread,0
sanitary bag,14
sanitary bag dispenser,14
sanitary product,0
santa hat,54
satchel bag,14
satchels,0
sauce bottle,43
scrap carton,59
scroll,0
seasoning pot,44
security cam,0
security camera,0
separation wall,27
service trolley,0
serving tray,0
sewing machine,11
shades,40
shades roller,40
shades slider,40
shampoo bottles,43
shampoo dispenser,0
shawl,0
shelf contents,0
shelf rail,0
shelving unit,0
shirts,0
shisha,0
shoe horn,18
shoe mat,0
shoe tray,18
shoe wall rack,1
shoebox,62
show curtain rod,0
shower caddy,0
shower cap,0
shower control,0
shower curtain rail,0
shower door,55
shower ewall,0
shower gel bottle,44
shower head mount,0
shower pipe,5
shower puff,0
shower rack,1
shower rail,0
shower rod handle,0
shower shelf,39
shower sponge,0
shower wal,0
shutter box,62
shwer curtain rail,0
single couch,46
sink brush,53
sink countertop,0
sink shelf,39
ski,0
ski boots,0
ski goggles,0
ski pole,0
ski poles,0
ski rack,1
ski sticks,0
skiing goggles,0
skiing shoe,18
skin care product,0
skis,0
sleep mask,0
sleeping bag,14
slide bar,0
sliding blackboard track,1
sliding door rail,0
sliding glass door,55
sliding window,58
sling bag,14
smal broom,53
small appliance,11
small bag,14
small bookshelf,48
small bowl,13
small wardrobe,48
small whiteboard,0
smartboard,59
smartphone holder,54
smoke detectors,0
snack,0
sneaker,0
snow sled,0
snowboard,0
snowglobe,0
soap basket,20
soap dispensers,0
sock,0
socket switch,34
soda stream,0
sofa cover,46
sofa module,46
sofa pillow,46
soldering station,0
sombrero,0
sound absorbing panel,0
space heater,11
spatula,0
spectacle case,2
spectacles,0
spectacles case,2
spice,0
spice bottle,43
spice container,2
spice jar,32
spices,0
spill mat,0
spray bottles,43
square conduit,0
square plastic conduit,0
stack of stools,25
stacked chairs,50
stair railing,64
stair railling,64
staircase,64
stall door,55
stand mixer,0
standing calendar,0
standing coat rack,1
standing mirror,49
standing podium,54
standing speaker,54
standing whiteboard,54
stationaries,0
stationary,0
stationary cup,61
stationery container,2
stationery rack,1
stationery tray,6
steam iron,0
step ladder,0
stepstool,25
stick vacuum cleaner,11
stock pot,44
stool bench,25
storage basket,20
storage bench,50
storage chest,0
storage closet,48
storage grid,0
storage organizer,15
storage roller cart,59
storage stool,25
storage tank,0
stove hood,11
stove top,11
straightening iron,0
strip,0
structural column,44
structural pillar,44
stuffed toys,15
styrofoam,0
sunglasses,0
supermarket catalog,0
surface mount raceway,0
sweatpants,0
swtich,0
t-shirt,0
table calander,36
table decoration,36
table leg,36
table mirror,36
table tennis bat,36
tables,36
tablet stand,36
tableware,36
tall table,36
tapestry,0
tarpaulin,0
tea cup,61
tea station,0
teakettle,0
telephone line socket,0
telescope,0
tempering valve,0
tennis bag,14
tennis ball,21
tennis racquet,0
tiled floor,51
tiled wall,27
tin box,62
tissue bag,14
tissue pack,0
tissue roll,0
toe kick,0
toilet brush bowl,13
toilet cabinet,48
toilet flush buttons,0
toilet paper pack,0
toilet paper stack,0
toiletries,0
toiletry bag,0
toiletry basket,20
toliet paper,3
toliet paper rolls,3
tongs,0
tool cabinet,48
tool trolley,0
tools storage,0
tooth cleaning product,53
tooth paste tube,0
toothbrushes,53
toothpaste bottle,43
toothpaste tube,0
top loading washing machine,11
towel rail,0
towel rod,0
track system,1
trash,0
trash bag pack,14
trash bags,14
trash can lid,0
trash container,2
trashbin,35
travel backpack,14
travel bag,14
travel suit bag,14
travelling bag,14
trenchcoat,12
triangle flags,0
tripod bag,14
tripods,0
trolley bag,14
trunk,0
tube container,2
tube light,19
tv cabinet,48
tv controller,24
typewriter,0
umbrella can,32
umbrella holder,54
utensil canister,32
utensil cup,61
utensil rack,1
utensil tray,0
utility box,62
utility cart,59
utility room door,55
vacuum cleaner head,11
vacuum robot,11
vape pen,0
vegetable box,62
vegetables,36
ventilation fan,69
ventilation shaft,0
vise,0
vottle,43
waffle maker,0
wal,27
walking cane,0
wall decoration,27
wall flush,27
wall frame,27
wall hanging basket,20
wall hanging rack,1
wall hook rack,1
wall mirror,49
wall mounted coat rack,1
wall mounted organizer,0
wall mounted table,36
wall mounted thermostat,0
wall organizer,15
wall panel,27
wall phone,28
wall rack,1
wall shelf unit,39
wall sign,27
wall telephone sockets,0
wall thermostat,27
wall/other room,27
wardrobe box,48
wardrobe frame,48
wardrobe rack,1
wasching machine,11
washcloth,0
washing powder,0
watch,0
water boittle,43
water container,2
water cooler,0
water pot,44
water sweeper,0
weight,0
weight bar,0
wetmop,0
wheelbarrow,0
wheeled chair,50
wheeled side table,36
wheeled storage cabinet,48
whiskey bottle,43
whiteboard markers,0
whiteboard rag,0
wicket door,55
window casing,0
window cleaning brush,53
window counter,0
window cover panel,0
window door,0
window lintel,0
window shutters,0
window sign,0
window wiper,0
windows,58
wine bottles,43
wiper,0
wire basket,20
wire junction,0
wire spool,0
wire stripper,0
wires,0
wood block,0
wood branch,0
wooden basket,20
wooden beam,63
wooden bench,50
wooden block,0
wooden box,62
wooden panel,0
wooden panel window,58
wooden spoon,0
woofer speaker,52
wrist rest,0
yoga brick,0
yoga mat band,0
yogurt cup,61
zip up hoodie,0
